imdb_title_id,title,original_title,year,country,budget,avg_vote,votes,Comedy,Drama,Crime,Romance,Biography,History,Thriller,Action,Music,War,Adventure,Family,Fantasy,Horror,Mystery,Western,Sci-Fi,Animation,Musical,Sport,cluster,cluster2
tt0388489,Tudo Isto É Fado,Tudo Isto É Fado,2004,"Portugal, Brazil",$ 2100000,6,147,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
tt0389377,O Signo do Caos,O Signo do Caos,2005,Brazil,NA,6.7,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0391726,Xuxa Abracadabra,Xuxa Abracadabra,2003,Brazil,NA,2.2,323,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,9,2
tt0395947,Nel magico mondo di Gaya,Back to Gaya,2004,"Germany, Spain, UK, Brazil, USA",NA,5.2,1566,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,1
tt0395978,Contra Todos,Contra Todos,2004,Brazil,NA,6.4,416,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9
tt0395994,A Dona da História,A Dona da História,2004,Brazil,NA,6.5,681,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
tt0398838,A Cartomante,A Cartomante,2004,Brazil,NA,3.7,162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0399412,Nina,Nina,2004,Brazil,BRL 2442740,6.6,893,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,97,6
tt0399811,Um Show de Verão,Um Show de Verão,2004,Brazil,NA,2.4,153,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,4
tt0402022,Æon Flux,Æon Flux,2005,"USA, Germany, Brazil, Italy",$ 62000000,5.5,122927,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,8,1
tt0402417,O Outro Lado da Rua,O Outro Lado da Rua,2004,"Brazil, France",BRL 5200000,6.7,917,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,6
tt0402505,Sólo Dios sabe,Sólo Dios sabe,2006,"Mexico, Brazil",NA,6.7,791,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,7
tt0406383,Ódiquê?,Ódiquê?,2004,Brazil,NA,5.7,136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0413451,O Vestido,O Vestido,2003,Brazil,NA,5.8,148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0413460,Viva Voz,Viva Voz,2003,Brazil,NA,5.5,199,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
tt0416979,Meu Tio Matou um Cara,Meu Tio Matou um Cara,2004,Brazil,NA,6.5,2525,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,3
tt0418602,Turma da Mônica em Cinegibi: O Filme,Turma da Mônica em Cinegibi: O Filme,2004,Brazil,NA,5.9,191,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,3
tt0419684,Didi Quer Ser Criança,Didi Quer Ser Criança,2004,Brazil,NA,2.7,276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,2
